Month,Year,Plan Month,Plan Year,Total Medical Claims,Total Rx Claims,Total Paid Claims,Adjusted Total Expenses,EE Count,Member Count,Client
1,2014,3,1,841044.92,106806.73,947851.65,1108167.583,1044,2578,Marshall
2,2014,4,1,743519.41,143969.97,887489.38,881330.0497,1061,2589,Marshall
3,2014,5,1,1274558.31,115977,1390535.31,973873.6047,1068,2624,Marshall
4,2014,6,1,771003.95,134749,905752.95,590348.8397,1074,2649,Marshall
5,2014,7,1,894144.62,136700.91,1030845.53,1155194.988,1064,2673,Marshall
6,2014,8,1,865126.33,133983.45,999109.78,1167567.857,1079,2690,Marshall
7,2014,9,1,832874.23,186136.47,1019010.7,1133512.068,1084,2713,Marshall
8,2014,10,1,1264199.32,163355,1427554.32,1598212.408,1087,2723,Marshall
9,2014,11,1,1338739.28,159090.93,1497830.21,1668689.662,1084,2715,Marshall
10,2014,12,1,1322843.43,115426.09,1438269.52,1474356.761,1087,2722,Marshall
11,2014,1,2,395033.06,138763.63,533796.69,626406.3793,1108,2598,Marshall
12,2014,2,2,1482681.36,137875.27,1620556.63,1510258.738,1097,2585,Marshall
1,2015,3,2,702967.43,148036,851003.43,1021426.933,1101,2579,Marshall
2,2015,4,2,1314221.45,183183,1497404.45,1002890.263,1097,2575,Marshall
3,2015,5,2,1103833.83,149273.55,1253107.38,1420719.843,1094,2582,Marshall
4,2015,6,2,944981.73,145243.31,1090225.04,1246127.713,987,2611,Marshall
5,2015,7,2,1097846.54,122706.2,1220552.74,1201754.423,985,2617,Marshall
6,2015,8,2,909718.33,132849.53,1042567.86,1002826.083,990,2634,Marshall
7,2015,9,2,1242179.22,101964.47,1344143.69,1145005.853,996,2634,Marshall
8,2015,10,2,1108306.49,134718.09,1243024.58,1175571.003,985,2187,Marshall
9,2015,11,2,1156756.51,121841.99,1278598.5,1303693.943,991,2213,Marshall
10,2015,12,2,1459392.86,117336.34,1576729.2,1602359.693,1002,2227,Marshall
11,2015,1,3,497286.07,156172.92,653458.99,757073.3933,1017,2280,Marshall
12,2015,2,3,1404190.44,116278.92,1520469.36,1414839.883,999,2283,Marshall
1,2016,3,3,613803.61,104808.94,718612.55,873884.5175,956,2153,Marshall
2,2016,4,3,686920.26,123606.05,810526.31,929356.2142,960,2137,Marshall
3,2016,5,3,982796.03,58921.24,1041717.27,1196263.083,966,2147,Marshall
4,2016,6,3,1052347,121000.14,1173347.14,1300701.659,977,2155,Marshall
5,2016,7,3,887293.43,136343.3,1023636.73,1148380.619,977,2155,Marshall
6,2016,8,3,917021.08,120418.2,1037439.28,1191774.043,971,2148,Marshall
7,2016,9,3,1429582.89,183300.75,1612883.64,1749596.897,977,2152,Marshall
8,2016,10,3,1312421.55,137268.13,1449689.68,1575054.588,977,2154,Marshall
9,2016,11,3,1676356.95,118065.01,1794421.96,1364510.702,980,2158,Marshall
10,2016,12,3,2213663.4,122566.59,2336229.99,1872084.38,987,2240,Marshall
1,2018,1,1,678961.93,69978.06,748939.99,755051.0767,359,795,Northern Inyo
2,2018,2,1,423506.39,63719.69,487226.08,497103.8367,362,800,Northern Inyo
3,2018,3,1,1086226.87,59548.6,1145775.47,1182376.287,361,794,Northern Inyo
4,2018,4,1,587576.47,91988.38,679564.85,653369.3367,370,809,Northern Inyo
5,2018,5,1,311527.59,63534.85,375062.44,495514.4167,376,821,Northern Inyo
6,2018,6,1,442480.46,67884.44,510364.9,629562.6867,370,805,Northern Inyo
7,2018,7,1,473747.45,45691.46,519438.91,635059.4667,370,827,Northern Inyo
8,2018,8,1,278378.83,119756.43,398135.26,440383.5967,375,833,Northern Inyo
9,2018,9,1,902191.98,73819.15,976011.13,1058389.897,377,845,Northern Inyo
10,2018,10,1,728735.73,65819.39,794555.12,826922.8167,385,856,Northern Inyo
11,2018,11,1,381483.59,61237.22,442720.81,544193.7367,390,868,Northern Inyo
12,2018,12,1,262223.5,18295.82,280519.32,407176.9867,392,867,Northern Inyo
1,2019,1,2,414114.57,137595.49,551710.06,430851.7667,390,876,Northern Inyo
2,2019,2,2,393874.5,43183.32,437057.82,535444.2667,399,880,Northern Inyo
3,2019,3,2,425831.37,93469.22,519300.59,601038.0067,398,887,Northern Inyo
4,2019,4,2,337216.96,80010.81,417227.77,521267.8167,400,888,Northern Inyo
5,2019,5,2,435637.16,66571.84,502209,602566.0267,399,886,Northern Inyo
6,2019,6,2,486257.77,100198.35,586456.12,689544.2867,398,883,Northern Inyo
7,2019,7,2,617884.73,95653.42,713538.15,775562.6967,396,884,Northern Inyo
8,2019,8,2,596703.64,68906.73,665610.37,749636.7367,397,878,Northern Inyo
9,2019,9,2,473783.83,131415.98,605199.81,700661.5767,393,888,Northern Inyo
10,2019,10,2,491515.35,98998.87,590514.22,690246.3867,390,883,Northern Inyo
11,2019,11,2,870771.18,96238,967009.18,1017179.797,388,868,Northern Inyo
12,2019,12,2,601230.96,134606.31,735837.27,835704.4367,392,866,Northern Inyo
1,2020,1,3,825423.5,71627.94,897051.44,719704.0467,396,890,Northern Inyo
2,2020,2,3,522760.8,79079.96,601840.76,572811.5667,399,880,Northern Inyo
3,2020,3,3,714031.04,97672.93,811703.97,888109.9067,399,889,Northern Inyo
4,2020,4,3,684618.21,78386.3,763004.51,839368.0767,404,884,Northern Inyo
5,2020,5,3,758127.92,79850.34,837978.26,792786.3667,402,870,Northern Inyo
6,2020,6,3,571487.27,72659.63,644146.9,718654.3167,402,875,Northern Inyo
7,2020,7,3,369507.17,70262,439769.17,510663.04,398,879,Northern Inyo
8,2020,8,3,644060.68,79202,723262.68,725196.21,394,877,Northern Inyo
9,2020,9,3,663553.15,71844.81,735397.96,808042.08,390,874,Northern Inyo
10,2020,10,3,772574.28,68776.38,841350.66,910691.78,392,874,Northern Inyo
11,2020,11,3,748483.89,99950.59,848434.48,870986.24,383,865,Northern Inyo
12,2020,12,3,659972.78,54181.15,714153.93,783866.3,387,865,Northern Inyo
1,2021,1,4,945124.36,93986.95,1039111.31,1120321.977,398,878,Northern Inyo
2,2021,2,4,525089.54,66382.67,591472.21,628115.7667,388,883,Northern Inyo
3,2021,3,4,1232705.14,45703.48,1278408.62,1070811.177,393,861,Northern Inyo
4,2021,4,4,765484.13,76788.83,842272.96,925864.3367,395,873,Northern Inyo
5,2021,5,4,962054.85,76088.91,1038143.76,1057123.287,395,878,Northern Inyo
6,2021,6,4,705266.37,60306.9,765573.27,840151.1567,394,866,Northern Inyo
7,2021,7,4,689558.67,65668.03,755226.7,837286.6167,384,869,Northern Inyo
8,2021,8,4,721491.41,77272.15,798763.56,753723.6267,390,868,Northern Inyo
9,2021,9,4,684771.73,75782.68,760554.41,839150.0767,386,858,Northern Inyo
10,2021,10,4,589098,77407.75,666505.75,745112.1667,388,843,Northern Inyo
11,2021,11,4,451035.85,79808.05,530843.9,514173.3567,380,830,Northern Inyo
12,2021,12,4,941860.47,73348.48,1015208.95,1093208.617,381,836,Northern Inyo
1,2022,1,5,499635.4,58407.12,558042.52,602490.4167,393,847,Northern Inyo
2,2022,2,5,637877,68975.97,706852.97,725029.7567,394,850,Northern Inyo
3,2022,3,5,565571.49,80923.3,646494.79,629704.7167,395,851,Northern Inyo
4,2022,4,5,579170.66,71231.95,650402.61,703367.0367,360,766,Northern Inyo
5,2022,5,5,344565.83,84125.95,428691.78,463458.1667,361,769,Northern Inyo
6,2022,6,5,523598.19,96155.94,619754.13,706314.7967,369,778,Northern Inyo
1,2011,1,1,853954.88,333452.64,1187407.52,1307095.04,5829,12344,Prime Healthcare
2,2011,2,1,1721965.8,347032.68,2068998.48,2115746.01,5829,11944,Prime Healthcare
3,2011,3,1,5356945.78,423658.26,5780604.04,5898727.34,5753,11873,Prime Healthcare
4,2011,4,1,1638452.83,392440.12,2030892.95,2149118.22,5758,11757,Prime Healthcare
5,2011,5,1,2472860.49,386470.91,2859331.4,2904654.55,5782,11801,Prime Healthcare
6,2011,6,1,3030440.16,396049.09,3426489.25,3544450,5745,11769,Prime Healthcare
7,2011,7,1,2615392.26,404632.95,3020025.21,3138170.71,5754,11741,Prime Healthcare
8,2011,8,1,3276092.14,435263,3711355.14,3743897.84,5740,11791,Prime Healthcare
9,2011,9,1,2699022.69,458574.08,3157596.77,3275475.17,5741,11753,Prime Healthcare
10,2011,10,1,2589140.43,380479.66,2969620.09,3087560.36,5744,11708,Prime Healthcare
11,2011,11,1,3579707.4,368467.76,3948175.16,4066360.76,5756,11781,Prime Healthcare
12,2011,12,1,2937016.54,368921.39,3305937.93,3320230.14,5756,11758,Prime Healthcare
1,2012,1,2,2683710.47,374502.66,3058213.13,3338438.66,6436,13289,Prime Healthcare
2,2012,2,2,3329414.14,434764.14,3764178.28,3911443.48,6342,12946,Prime Healthcare
3,2012,3,2,3211071.26,402535.54,3613606.8,3828953.99,6301,12777,Prime Healthcare
4,2012,4,2,2241113.97,405810.5,2646924.47,3021923.9,6289,12736,Prime Healthcare
5,2012,5,2,3683672.03,429666.67,4113338.7,4413537.54,6300,12748,Prime Healthcare
6,2012,6,2,4288339.05,363615.53,4651954.58,4934605.04,6262,12737,Prime Healthcare
7,2012,7,2,2716947.97,508750.69,3225698.66,3390895.25,6251,12728,Prime Healthcare
8,2012,8,2,5456730.06,475275.86,5932005.92,6056210.71,6210,12710,Prime Healthcare
9,2012,9,2,1917121.74,394024.52,2311146.26,2708648.73,6219,13045,Prime Healthcare
10,2012,10,2,4155797.6,528220.96,4684018.56,5093966.9,6443,13052,Prime Healthcare
11,2012,11,2,2737194.29,507111.96,3244306.25,3462347.97,6426,12936,Prime Healthcare
12,2012,12,2,3689271.13,453824,4143095.13,4550984.18,6408,12883,Prime Healthcare
1,2013,1,3,3233163.29,525445.12,3758608.41,4188422.107,7023,14215,Prime Healthcare
2,2013,2,3,2644698.02,478988.4,3123686.42,3319544.853,6855,13601,Prime Healthcare
3,2013,3,3,3333433.87,528594.14,3862028.01,4323362.563,7478,14120,Prime Healthcare
4,2013,4,3,2442331.79,635268.85,3077600.64,3620154.363,8474,16016,Prime Healthcare
5,2013,5,3,4615346.89,656919.53,5272266.42,5712315.95,8485,16065,Prime Healthcare
6,2013,6,3,5843319.85,585314.65,6428634.5,6853861.46,8483,16092,Prime Healthcare
7,2013,7,3,3493265.25,669570.17,4162835.42,4707382.267,8510,16168,Prime Healthcare
8,2013,8,3,5284776.24,647191.95,5931968.19,5909938.167,8498,16126,Prime Healthcare
9,2013,9,3,4867059.14,637391.68,5504450.82,6047856.61,8517,16182,Prime Healthcare
10,2013,10,3,6035697.76,722792.21,6758489.97,7304038.257,8534,16126,Prime Healthcare
11,2013,11,3,4486545.54,720703.69,5207249.23,5627226.943,8526,16172,Prime Healthcare
12,2013,12,3,6493157.39,722119.88,7215277.27,7761919.697,8547,16006,Prime Healthcare
1,2014,1,4,4097855.74,802793,4900648.74,5739718.246,9680,18488,Prime Healthcare
2,2014,2,4,3966261.49,974650,4940911.49,5566635.88,9820,18610,Prime Healthcare
3,2014,3,4,5421086.82,824323,6245409.82,6375556.73,9574,18510,Prime Healthcare
4,2014,4,4,6601623.2,1106802,7708425.2,8430668.258,9616,18674,Prime Healthcare
5,2014,5,4,5813128.6,1027635,6840763.6,7515716.015,9643,18735,Prime Healthcare
6,2014,6,4,8069161.92,1109068,9178229.92,9568767.977,9668,18741,Prime Healthcare
7,2014,7,4,6323458.9,1158731.17,7482190.07,8142782.621,10141,19883,Prime Healthcare
8,2014,8,4,5080320.49,1093201.11,6173521.6,6345422.051,10134,19953,Prime Healthcare
9,2014,9,4,4466360.3,1093041.6,5559401.9,6357534.051,10292,20143,Prime Healthcare
10,2014,10,4,6470369.9,1070275.53,7540645.43,8344103.06,10305,20110,Prime Healthcare
11,2014,11,4,5487513.79,1133462.39,6620976.18,7293291.541,10319,20083,Prime Healthcare
12,2014,12,4,6634083.62,1241166.94,7875250.56,8683211.11,10369,20490,Prime Healthcare
1,2015,1,5,5184960.96,1346612.74,6531573.7,7477581.56,13591,26933,Prime Healthcare
2,2015,2,5,4446013.32,1868202.53,6314215.85,7184520.04,13645,26998,Prime Healthcare
3,2015,3,5,8046844.42,1801579.79,9848424.21,10864899.28,14391,28527,Prime Healthcare
4,2015,4,5,9551920.82,2060797.19,11612718.01,12565369,14429,28698,Prime Healthcare
5,2015,5,5,7134188.8,1904137.41,9038326.21,9925813.52,14503,28927,Prime Healthcare
6,2015,6,5,8823479.57,2039873.78,10863353.35,11820685.44,14589,29085,Prime Healthcare
7,2015,7,5,10250688.19,1925788.85,12176477.04,12893066.33,14592,29160,Prime Healthcare
8,2015,8,5,8461754.16,1874652.21,10336406.37,10787828.44,14698,29305,Prime Healthcare
9,2015,9,5,9150725.83,2001578.1,11152303.93,11758776.08,14797,29468,Prime Healthcare
10,2015,10,5,10111349.78,2057356.97,12168706.75,13453022.61,16367,32654,Prime Healthcare
11,2015,11,5,9029555.69,2249966.02,11279521.71,12129817.9,16410,32561,Prime Healthcare
12,2015,12,5,11646247.11,2220784.24,13867031.35,14435822.39,16422,32659,Prime Healthcare
1,2016,1,6,11147796,2010530.12,13158326.12,14415826.26,17767,35621,Prime Healthcare
2,2016,2,6,9457335.47,2567717.5,12025052.97,12896361.32,18008,36136,Prime Healthcare
3,2016,3,6,13117506.06,2353346.15,15470852.21,13527745.6,17948,36278,Prime Healthcare
4,2016,4,6,9978377.21,2366112.11,12344489.32,13647300.51,18011,36375,Prime Healthcare
5,2016,5,6,11790015.57,2653116.16,14443131.73,15193305.39,18627,37646,Prime Healthcare
6,2016,6,6,16123338.67,2562749.54,18686088.21,19940422.21,18590,37601,Prime Healthcare
7,2016,7,6,10603954.44,2388615.95,12992570.39,12725996.49,18646,37589,Prime Healthcare
8,2016,8,6,12322464.75,2951161.8,15273626.55,14836815.66,18674,37403,Prime Healthcare
9,2016,9,6,15900890.74,2925355.29,18826246.03,20170037.03,18618,37300,Prime Healthcare
10,2016,10,6,10547615.68,2781341.58,13328957.26,14662444.91,18482,37089,Prime Healthcare
11,2016,11,6,14833806.64,3114446.75,17948253.39,17807910.83,18388,36778,Prime Healthcare
12,2016,12,6,11764034.34,2801492.31,14565526.65,15732594.33,18386,36861,Prime Healthcare
1,2017,1,7,12102180.93,2670847.75,14773028.68,15299127.52,18600,36714,Prime Healthcare
2,2017,2,7,9378884.87,2582146.17,11961031.04,12022406.26,18507,36487,Prime Healthcare
3,2017,3,7,12752545.97,2329794.02,15082339.99,16308774.77,18395,36496,Prime Healthcare
4,2017,4,7,12190885.74,2573528.34,14764414.08,15363155.3,18385,36544,Prime Healthcare
5,2017,5,7,11075996.16,2895021.3,13971017.46,14026535.95,18373,36528,Prime Healthcare
6,2017,6,7,11095024.01,2575010.65,13670034.66,15040984.47,18369,36020,Prime Healthcare
7,2017,7,7,12360466.07,2791226.25,15151692.32,16626279.23,18684,37014,Prime Healthcare
8,2017,8,7,10343413.3,2902336.71,13245750.01,12332915.96,18571,36749,Prime Healthcare
9,2017,9,7,15037535.21,2517128.19,17554663.4,19041717.48,18475,36809,Prime Healthcare
10,2017,10,7,8624552.29,2615395.95,11239948.24,12081532.44,18470,38237,Prime Healthcare
11,2017,11,7,13446554.89,2843390.59,16289945.48,16082761.04,18399,38415,Prime Healthcare
12,2017,12,7,12634533.43,2653675.84,15288209.27,16776328.55,18401,38142,Prime Healthcare
1,2018,1,8,14234260.6,3479038.35,17713298.95,19289846.57,23141,46428,Prime Healthcare
2,2018,2,8,12489713.43,3470709.22,15960422.65,20789902.48,23185,45670,Prime Healthcare
3,2018,3,8,15174986.31,3178783.88,18353770.19,20456333.23,23125,45949,Prime Healthcare
4,2018,4,8,14253676.36,3607286.82,17860963.18,19398120.73,23015,45838,Prime Healthcare
5,2018,5,8,19382389.37,3578602.94,22960992.31,24378195.3,23059,45793,Prime Healthcare
6,2018,6,8,14680875.16,3441488.86,18122364.02,20196668.79,23085,45890,Prime Healthcare
7,2018,7,8,17587200.13,3447440.84,21034640.97,22701123.07,23061,45642,Prime Healthcare
8,2018,8,8,19510945.86,3711891.88,23222837.74,22897027.72,22944,45527,Prime Healthcare
9,2018,9,8,18832751.22,3575883.06,22408634.28,24273868.75,22908,45361,Prime Healthcare
10,2018,10,8,14328077.45,3718229.69,18046307.14,17871595.96,22887,45243,Prime Healthcare
11,2018,11,8,16547416.42,3577179.93,20124596.35,19647182.72,22818,45724,Prime Healthcare
12,2018,12,8,17598079.28,3564827.12,21162906.4,22359560.47,22906,45291,Prime Healthcare
1,2019,1,9,20592207.69,3745198.45,24337406.14,25866084.45,23142,44426,Prime Healthcare
2,2019,2,9,16329009.88,3368804.63,19697814.51,19147461.3,22923,43993,Prime Healthcare
3,2019,3,9,17216534.88,3434187.37,20650722.25,20537739.76,22877,43694,Prime Healthcare
4,2019,4,9,17143792.49,3802435.62,20946228.11,22082023.63,22678,43647,Prime Healthcare
5,2019,5,9,17229971.13,3357228.1,20587199.23,19873979.95,22689,43482,Prime Healthcare
6,2019,6,9,15778953.33,3322890.78,19101844.11,20321923.64,22515,43299,Prime Healthcare
7,2019,7,9,18046395.65,3567628.17,21614023.82,22748388.07,22409,43060,Prime Healthcare
8,2019,8,9,19004834.76,3537057.88,22541892.64,21787477.28,22447,42948,Prime Healthcare
9,2019,9,9,14442590.49,3469681.48,17912271.97,18861041.39,22258,42729,Prime Healthcare
10,2019,10,9,13659570.46,3648011.04,17307581.5,18781834.52,22322,42531,Prime Healthcare
11,2019,11,9,15647014.99,3426084.45,19073099.44,18318172.26,22167,42732,Prime Healthcare
12,2019,12,9,14486451.25,3511791.67,17998242.92,19009412.33,22099,42822,Prime Healthcare
1,2020,1,10,17578190.64,3464459.3,21042649.94,22490026.2,22595,43602,Prime Healthcare
2,2020,2,10,16512060.16,3389733.98,19901794.14,18995098.59,22459,42949,Prime Healthcare
3,2020,3,10,17907663.46,3438363.63,21346027.09,22490511.63,22203,42691,Prime Healthcare
4,2020,4,10,12936372.33,3892461.81,16828834.14,18013062.62,22079,42594,Prime Healthcare
5,2020,5,10,12090211.02,3366880.66,15457091.68,11924965.47,21973,42271,Prime Healthcare
6,2020,6,10,14941506.21,3611879.91,18553386.12,19804174.47,21740,42192,Prime Healthcare
7,2020,7,10,15730139.82,3744031.57,19474171.39,20874003.85,21724,42021,Prime Healthcare
8,2020,8,10,17505583.59,3433445.28,20939028.87,20180537.71,21595,41680,Prime Healthcare
9,2020,9,10,18536994.86,3638925.8,22175920.66,23615402.74,22596,44444,Prime Healthcare
10,2020,10,10,18216102.19,3655285.18,21871387.37,23322738.52,22528,43693,Prime Healthcare
11,2020,11,10,17147023.57,3599056.15,20746079.72,19542870.03,22335,43627,Prime Healthcare
12,2020,12,10,19144480.09,3608361.72,22752841.81,23772518.08,22247,43329,Prime Healthcare
1,2021,1,11,15104751,3319572.48,18424323.48,19608715.87,22527,42691,Prime Healthcare
2,2021,2,11,18122750.71,3563808.18,21686558.89,20354762,22339,42265,Prime Healthcare
3,2021,3,11,18040046.39,3234871.51,21274917.9,21856285.24,22018,41955,Prime Healthcare
4,2021,4,11,17921709.75,3621523.11,21543232.86,22323491.61,21911,41818,Prime Healthcare
5,2021,5,11,14899396.63,3302845.01,18202241.64,15740295.57,21905,41451,Prime Healthcare
6,2021,6,11,17543052.94,3927774.4,21470827.34,22554333.07,21621,41135,Prime Healthcare
7,2021,7,11,16184620.46,3116362.99,19300983.45,19970462.74,21462,40619,Prime Healthcare
8,2021,8,11,18831112.87,3658205.44,22489318.31,20268715.28,21264,40278,Prime Healthcare
9,2021,9,11,21835087.45,3530444.67,25365532.12,26480533.91,21210,39953,Prime Healthcare
10,2021,10,11,12209321.23,3206475.62,15415796.85,16265945.47,21017,39548,Prime Healthcare
11,2021,11,11,20367475.86,3712369.75,24079845.61,22690863.06,20702,39433,Prime Healthcare
12,2021,12,11,13898496.82,3609757.56,17508254.38,17960416.96,20517,39126,Prime Healthcare
1,2022,1,12,9671109.62,3212310.82,12883420.44,13997898.62,21106,39432,Prime Healthcare
2,2022,2,12,20410974.8,3590775.62,24001750.42,23000091.14,21433,38796,Prime Healthcare
3,2022,3,12,19426486.54,3074908.84,22501395.38,23575457.79,20608,38179,Prime Healthcare
4,2022,4,12,19683601.61,3140261.11,22823862.72,23898568.3,20648,37878,Prime Healthcare
5,2022,5,12,17436948.84,3491021.28,20927970.12,16824914.51,20137,37399,Prime Healthcare
6,2022,6,12,16539126.34,3444530.77,19983657.11,20505933.58,20028,37004,Prime Healthcare
1,2013,1,1,248634.55,144104.23,392738.78,919400.67,2173,3479,Prospect Medical Holdings
2,2013,2,1,298165.62,134653.19,432818.81,735710.39,2155,3505,Prospect Medical Holdings
3,2013,3,1,280097.43,149462.43,429559.86,600641.56,2111,3447,Prospect Medical Holdings
4,2013,4,1,613380.97,173234.21,786615.18,1063907.14,2099,3429,Prospect Medical Holdings
5,2013,5,1,896964.2,166436.79,1063400.99,1375721.73,2111,3454,Prospect Medical Holdings
6,2013,6,1,530699.14,149955.98,680655.12,961903.48,2110,3439,Prospect Medical Holdings
7,2013,7,1,831981.97,169344.98,1001326.95,1286667.43,2073,3485,Prospect Medical Holdings
8,2013,8,1,1008964.8,125362.19,1134326.99,1340695.99,2127,3480,Prospect Medical Holdings
9,2013,9,1,1164765.54,181608.4,1346373.94,1930799.66,2119,3476,Prospect Medical Holdings
10,2013,10,1,909603.47,194066.4,1103669.87,1305886.95,2123,3518,Prospect Medical Holdings
11,2013,11,1,993853.72,161055.79,1154909.51,1465782.206,2145,3539,Prospect Medical Holdings
12,2013,12,1,1290755.2,182209.19,1472964.39,1613399.464,2169,3552,Prospect Medical Holdings
1,2014,1,2,786814.1745,217029.95,1003844.125,1218802.215,2266,3751,Prospect Medical Holdings
2,2014,2,2,579325.138,180494.37,759819.508,986870.1629,2305,3741,Prospect Medical Holdings
3,2014,3,2,899791.4095,205927.6,1105719.01,1480634.798,2258,3675,Prospect Medical Holdings
4,2014,4,2,787539.8935,260317.64,1047857.534,1280951.974,2380,3856,Prospect Medical Holdings
5,2014,5,2,1093184.343,263597.71,1356782.053,1590928.953,2480,3830,Prospect Medical Holdings
6,2014,6,2,938598.135,267468.14,1206066.275,1402907.224,2538,3921,Prospect Medical Holdings
7,2014,7,2,878655.6095,279293.72,1157949.33,1399824.86,2543,3994,Prospect Medical Holdings
8,2014,8,2,721243.5485,175036.35,896279.8985,1146668.289,2651,4095,Prospect Medical Holdings
9,2014,9,2,1061911.437,298068.96,1359980.397,1641799.909,2644,4157,Prospect Medical Holdings
10,2014,10,2,781793.433,222802.24,1004595.673,1260153.963,2686,4228,Prospect Medical Holdings
11,2014,11,2,602982.1515,284457.52,887439.6715,1137059.062,2609,4151,Prospect Medical Holdings
12,2014,12,2,1595308.711,433470.75,2028779.461,2350681.14,2680,4212,Prospect Medical Holdings
1,2015,1,3,-101793.38,380508.04,278714.66,2570341.583,4342,7770,Prospect Medical Holdings
2,2015,2,3,1551619.26,561788.97,2113408.23,3913619.914,4486,7810,Prospect Medical Holdings
3,2015,3,3,2351747.62,528093.78,2879841.4,4396415.738,4400,7744,Prospect Medical Holdings
4,2015,4,3,2691239.46,580755.94,3271995.4,3666351.227,4398,7774,Prospect Medical Holdings
5,2015,5,3,2341089.85,466835.22,2807925.07,3204803.753,4434,7802,Prospect Medical Holdings
6,2015,6,3,2719363.86,580470.36,3299834.22,2154115.475,4469,7861,Prospect Medical Holdings
7,2015,7,3,2560967.99,547372.96,3108340.95,3579730.74,4410,7791,Prospect Medical Holdings
8,2015,8,3,2452023.98,421308.43,2873332.41,3274019.203,4474,7850,Prospect Medical Holdings
9,2015,9,3,2431232.49,599545.87,3030778.36,2944062.82,4500,7881,Prospect Medical Holdings
10,2015,10,3,2617330.41,566060.04,3183390.45,3587710.113,4526,7949,Prospect Medical Holdings
11,2015,11,3,2379619.79,507984.35,2887604.14,3292695.537,4537,7969,Prospect Medical Holdings
12,2015,12,3,2557969.51,599181.81,3157151.32,3408100.127,4573,7972,Prospect Medical Holdings
1,2016,1,4,1873121.91,629217.13,2502339.04,2940324.54,4522,7920,Prospect Medical Holdings
2,2016,2,4,2848026.78,738171.5,3586198.28,4035487.46,4621,8164,Prospect Medical Holdings
3,2016,3,4,2465368.83,625511.4,3090880.23,3567840.2,4575,8054,Prospect Medical Holdings
4,2016,4,4,2840422.22,545230.58,3385652.8,3829558.72,4547,8005,Prospect Medical Holdings
5,2016,5,4,3099468.57,542125.93,3641594.5,4167869.74,5111,8929,Prospect Medical Holdings
6,2016,6,4,3093152.7,739428.03,3832580.73,4434647.06,5306,9293,Prospect Medical Holdings
7,2016,7,4,2541396.97,611634.44,3153031.41,3708609.93,5311,9273,Prospect Medical Holdings
8,2016,8,4,2704146.25,777138.61,3481284.86,4112417.58,5377,9305,Prospect Medical Holdings
9,2016,9,4,2803902.3,671028.4,3474930.7,4011475.46,5303,9185,Prospect Medical Holdings
10,2016,10,4,3009233.24,652295.6,3661528.84,4201107.64,5358,9206,Prospect Medical Holdings
11,2016,11,4,2493628.12,892965.17,3386593.29,3934849.11,5462,9317,Prospect Medical Holdings
12,2016,12,4,3887900.34,816205.68,4704106.02,5246067.68,5341,9291,Prospect Medical Holdings
1,2017,1,5,5948548.04,1355523.78,7304071.82,9832836.033,11196,20316,Prospect Medical Holdings
2,2017,2,5,4259582.08,2390630.98,6650213.06,10516875.42,11186,20209,Prospect Medical Holdings
3,2017,3,5,7322215.5,1980318.33,9302533.83,10671466.86,11017,20176,Prospect Medical Holdings
4,2017,4,5,6241339.58,1874781.61,8116121.19,10438070.53,11027,20117,Prospect Medical Holdings
5,2017,5,5,5172599.76,2371650.46,7544250.22,10132227.57,11064,20154,Prospect Medical Holdings
6,2017,6,5,6611388.11,1681591.88,8292979.99,10456863.9,11129,20181,Prospect Medical Holdings
7,2017,7,5,5946322.82,1852241.14,7798563.96,9022320.91,11268,20377,Prospect Medical Holdings
8,2017,8,5,6980424.43,2076398.83,9056823.26,8532816.51,11283,20459,Prospect Medical Holdings
9,2017,9,5,6553966.64,1778346.35,8332312.99,9144631.65,11224,20484,Prospect Medical Holdings
10,2017,10,5,5904546.4,1765341.45,7669887.85,8721063.13,11333,20387,Prospect Medical Holdings
11,2017,11,5,7008633.446,1904909.13,8913542.576,9274480.326,11217,20426,Prospect Medical Holdings
12,2017,12,5,7775322.95,1822178.88,9597501.83,10387996.63,11218,20346,Prospect Medical Holdings
1,2018,1,6,6229390.88,2079935.73,8309326.61,9331714.95,11157,20107,Prospect Medical Holdings
2,2018,2,6,4884041.34,1044230.62,5928271.96,6953798.45,11176,20145,Prospect Medical Holdings
3,2018,3,6,6315457.99,1594511.16,7909969.15,8910722.39,11130,20213,Prospect Medical Holdings
4,2018,4,6,5585175.87,1786174,7371349.87,8448649.14,11141,20208,Prospect Medical Holdings
5,2018,5,6,7285839.13,1340736.32,8626575.45,9714597.89,11145,20224,Prospect Medical Holdings
6,2018,6,6,6249046.62,1675041.01,7924087.63,8999259.6,11145,20240,Prospect Medical Holdings
7,2018,7,6,6359746.9,1744657.12,8104404.02,9279788,11196,20209,Prospect Medical Holdings
8,2018,8,6,7105994.64,1992227.29,9098221.93,10235125.65,11428,20362,Prospect Medical Holdings
9,2018,9,6,5939583.28,1635133.48,7574716.76,8684263.69,11225,20393,Prospect Medical Holdings
10,2018,10,6,6183559.66,2131911.07,8315470.73,9360953.55,11330,20509,Prospect Medical Holdings
11,2018,11,6,7209749.63,-160747.56,7049002.07,8092870.05,11353,20472,Prospect Medical Holdings
12,2018,12,6,7109377.53,1877419.54,8986797.07,10036666.63,11422,20511,Prospect Medical Holdings
1,2019,1,7,8143249.27,2148420.95,10291670.22,11297950.97,11534,20574,Prospect Medical Holdings
2,2019,2,7,5706184.89,940367.09,6646551.98,7659280.49,11308,20570,Prospect Medical Holdings
